id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,output_vessel
QRWR9977623,20,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
PYIR9762768,40,dry,full,light,rail,deep_sea,export,strip,,Green Anton
NCGK8343545,20,dry,full,medium,rail,deep_sea,export,,,Green Anton
HLSW7867537,20,dry,full,light,rail,deep_sea,export,,,Green Anton
HZNI7749188,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
ZWZK6785382,40,dry,full,light,rail,deep_sea,export,,,Green Anton
OFLH8898455,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
GTFU8963158,20,dry,empty,light,truck,deep_sea,export,seal,,Green Anton
EWPE2224138,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,,Green Anton
MOYC2435422,40,reefer,full,heavy,truck,deep_sea,export,,,Green Anton
CRES3974865,40,dry,full,light,rail,deep_sea,export,,,Green Anton
ESKT9172152,40,dry,full,light,rail,deep_sea,export,customs,,Green Anton
YFDP8288989,20,dry,full,light,truck,deep_sea,export,,,Green Anton
WZJI8174188,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
VYQX5531955,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
ORXG7867257,20,dry,full,heavy,rail,deep_sea,export,customs,,Green Anton
QVAG2153654,20,dry,empty,heavy,rail,deep_sea,export,,,Green Anton
WQQY8623235,20,dry,full,heavy,rail,deep_sea,export,customs,,Green Anton
NEFI4181494,40,dry,full,light,rail,deep_sea,export,,,Green Anton
FRBQ4714523,20,dry,full,medium,feeder,deep_sea,waterside_transshipment,,,Green Anton
GJPA3224536,40,reefer,empty,heavy,rail,deep_sea,export,,,Green Anton
DBJJ8847899,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
DPNF2138474,20,dry,empty,medium,rail,deep_sea,export,,,Green Anton
RTGS5756262,40,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
SCGU2871142,40,dry,full,medium,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
PARG9539443,40,dry,full,heavy,truck,deep_sea,export,seal,,Green Anton
LHCY7425836,20,dry,empty,medium,truck,deep_sea,export,seal,,Green Anton
YHWZ7437763,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
VMFH1537942,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
NSIY1457969,40,dry,empty,medium,rail,deep_sea,export,strip,,Green Anton
PHKT3682628,20,hazardous,full,medium,rail,deep_sea,export,washing,,Green Anton
SYGF6475939,40,dry,empty,light,rail,deep_sea,export,,,Green Anton
HWWL3138172,40,reefer,full,medium,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
GXAY5677465,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
HWAV9331132,40,dry,full,medium,rail,deep_sea,export,stuff,,Green Anton
QHDX5853223,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
SEMK6759376,40,hazardous,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
BQTQ3475352,40,hazardous,empty,medium,truck,deep_sea,export,washing,,Green Anton
CEEI1717156,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
VRFC1887733,40,reefer,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
AMAZ7897934,40,dry,empty,medium,feeder,deep_sea,waterside_transshipment,,,Green Anton
ROAH2796837,40,reefer,full,heavy,rail,deep_sea,export,washing,,Green Anton
YELC3732998,40,dry,full,light,truck,deep_sea,export,customs,,Green Anton
CBFK1321725,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
YCJX2573613,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,,Green Anton
WICR8773489,20,reefer,full,medium,rail,deep_sea,export,washing,,Green Anton
XXTI4871466,20,dry,full,medium,rail,deep_sea,export,,,Green Anton
HRRB7544943,40,dry,full,light,rail,deep_sea,export,,,Green Anton
WEWK8253727,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
DEGK3468113,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
FZOG1749851,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
BFOC5719424,20,dry,full,heavy,rail,deep_sea,export,stuff,,Green Anton
ZBIA1463739,40,dry,full,light,truck,deep_sea,export,strip,,Green Anton
ZIHV8272976,40,dry,full,medium,truck,deep_sea,export,strip,,Green Anton
QRDQ4171156,40,dry,full,heavy,truck,deep_sea,export,stuff,,Green Anton
HJPF5472917,20,dry,empty,medium,rail,deep_sea,export,washing,,Green Anton
HAHQ7218761,40,hazardous,empty,heavy,rail,deep_sea,export,,,Green Anton
ZVTA3425773,40,dry,empty,medium,truck,deep_sea,export,,,Green Anton
EPSC2121228,40,dry,full,light,rail,deep_sea,export,customs,,Green Anton
EORG9534774,40,dry,empty,medium,rail,deep_sea,export,strip,,Green Anton
WZDQ3343445,40,hazardous,empty,heavy,rail,deep_sea,export,stuff,,Green Anton
WXBP3412539,20,dry,empty,heavy,truck,deep_sea,export,stuff,,Green Anton
EFVZ7216293,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
MXBR6297579,40,dry,full,heavy,truck,deep_sea,export,,,Green Anton
VVHN5426693,40,dry,full,light,rail,deep_sea,export,strip,,Green Anton
HKQQ4517928,40,dry,full,medium,truck,deep_sea,export,washing,,Green Anton
GGTR3559844,20,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
SLZY3622592,40,dry,empty,medium,rail,deep_sea,export,seal,,Green Anton
ULEB2525333,40,dry,full,heavy,feeder,deep_sea,waterside_transshipment,strip,,Green Anton
HCTA3241921,40,dry,empty,medium,truck,deep_sea,export,,,Green Anton
VSMB3779734,40,dry,full,medium,truck,deep_sea,export,washing,,Green Anton
ERSK1993732,20,hazardous,full,heavy,rail,deep_sea,export,seal,,Green Anton
YKTI1249814,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
PZWT4189295,20,reefer,empty,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
RUOP9495557,20,dry,full,light,truck,deep_sea,export,seal,,Green Anton
YPIJ3839931,20,dry,full,medium,rail,deep_sea,export,stuff,,Green Anton
SBPL2796539,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
DXFK6271279,40,dry,full,light,truck,deep_sea,export,washing,,Green Anton
DVCL3181162,40,dry,empty,heavy,rail,deep_sea,export,seal,,Green Anton
BJTR4677473,40,dry,empty,light,rail,deep_sea,export,washing,,Green Anton
UYCA5572271,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
VJZO1789451,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
YOGC5186516,40,dry,full,light,rail,deep_sea,export,,,Green Anton
LQKR1572661,40,reefer,full,light,rail,deep_sea,export,,,Green Anton
URXZ6261146,40,dry,full,light,truck,deep_sea,export,seal,,Green Anton
DMXQ8899235,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
TSVN9797756,40,dry,empty,heavy,rail,deep_sea,export,strip,,Green Anton
XEIR1921665,40,reefer,full,heavy,rail,deep_sea,export,customs,,Green Anton
GGET4259843,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
GLGJ6639458,40,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
QAJG1586227,40,dry,empty,medium,feeder,deep_sea,waterside_transshipment,washing,,Green Anton
EPMN4873151,40,reefer,full,heavy,rail,deep_sea,export,washing,,Green Anton
MEAD8924243,40,dry,full,heavy,truck,deep_sea,export,,,Green Anton
AIXY8258542,20,dry,empty,light,rail,deep_sea,export,,,Green Anton
XHJD3433457,40,dry,full,light,rail,deep_sea,export,,,Green Anton
KPVG9245969,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
HSQU8524214,20,dry,full,light,feeder,deep_sea,waterside_transshipment,,,Green Anton
RAQC2417792,20,dry,full,medium,truck,deep_sea,export,,,Green Anton
IWDW7684529,20,dry,full,medium,rail,deep_sea,export,seal,,Green Anton
RGYB8581163,40,dry,full,light,feeder,deep_sea,waterside_transshipment,,,Green Anton
ZDYC9842994,40,reefer,full,heavy,rail,deep_sea,export,strip,,Green Anton
EFDR9291596,40,reefer,full,heavy,rail,deep_sea,export,,,Green Anton
CLWB9515328,40,dry,empty,light,rail,deep_sea,export,washing,,Green Anton
ICQQ5456533,40,dry,full,light,truck,deep_sea,export,customs,,Green Anton
ZSXC9336614,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
NCES4137586,20,dry,full,light,rail,deep_sea,export,,,Green Anton
WCMO5254594,20,dry,full,medium,rail,deep_sea,export,seal,,Green Anton
YDVK5696371,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
JVRJ9623955,40,dry,empty,light,rail,deep_sea,export,washing,,Green Anton
FDBS1438644,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
FLJA1213364,20,reefer,empty,medium,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
IEQA1222428,40,hazardous,full,heavy,rail,deep_sea,export,,,Green Anton
TZDC1443795,40,dry,full,heavy,feeder,deep_sea,waterside_transshipment,customs,,Green Anton
YRQZ1964933,20,dry,full,light,rail,deep_sea,export,seal,,Green Anton
DJJP1664791,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,,Green Anton
ARWD2243484,40,dry,full,light,truck,deep_sea,export,,,Green Anton
SNFN9262298,40,dry,empty,light,truck,deep_sea,export,seal,,Green Anton
BWXU7329176,40,dry,full,light,truck,deep_sea,export,customs,,Green Anton
QTSJ5116414,40,dry,full,medium,truck,deep_sea,export,customs,,Green Anton
UTMH2812643,40,dry,full,heavy,rail,deep_sea,export,customs,,Green Anton
QPIJ2916394,40,dry,full,heavy,truck,deep_sea,export,strip,,Green Anton
AEQR4498181,40,dry,full,medium,rail,deep_sea,export,stuff,,Green Anton
ABTC2279931,40,dry,full,light,truck,deep_sea,export,washing,,Green Anton
JPMC8565474,40,dry,full,light,rail,deep_sea,export,seal,,Green Anton
XGZC8635978,20,dry,full,heavy,rail,deep_sea,export,washing,,Green Anton
EFMY6329971,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
YVJL7887576,20,dry,full,light,rail,deep_sea,export,seal,,Green Anton
BBKN9673185,20,dry,full,medium,truck,deep_sea,export,customs,,Green Anton
WXXJ3116769,40,dry,full,heavy,truck,deep_sea,export,customs,,Green Anton
HUVG3938112,40,dry,full,heavy,truck,deep_sea,export,strip,,Green Anton
QCJU8678237,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
FHSJ7437178,20,dry,full,light,truck,deep_sea,export,washing,,Green Anton
UDTP1936675,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
OLVT6451873,20,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
FEDM3472714,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
OMFE3989941,20,dry,full,light,truck,deep_sea,export,,,Green Anton
DLRZ1267445,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
GBNT2654293,20,dry,full,light,rail,deep_sea,export,stuff,,Green Anton
AGAX2849758,40,dry,empty,light,rail,deep_sea,export,washing,,Green Anton
EEOF2738688,40,dry,full,medium,rail,deep_sea,export,customs,,Green Anton
DZHW8123785,40,reefer,full,medium,feeder,deep_sea,waterside_transshipment,strip,,Green Anton
KEWH9341937,40,dry,full,heavy,rail,deep_sea,export,stuff,,Green Anton
JITJ8219145,20,reefer,full,light,truck,deep_sea,export,seal,,Green Anton
YYGT4795485,20,dry,full,medium,rail,deep_sea,export,customs,,Green Anton
MHFW6837793,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
JNYP1734673,40,dry,full,light,rail,deep_sea,export,stuff,,Green Anton
ALCX6453639,40,dry,full,light,rail,deep_sea,export,stuff,,Green Anton
PKTB1383315,40,dry,full,medium,rail,deep_sea,export,seal,,Green Anton
YIAE5278671,40,dry,empty,medium,rail,deep_sea,export,customs,,Green Anton
UYXG2787536,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
USKG5179913,40,dry,full,heavy,feeder,deep_sea,waterside_transshipment,washing,,Green Anton
WLXD4979942,40,dry,full,light,rail,deep_sea,export,customs,,Green Anton
MWCG6967624,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
BOKO9716335,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
JOQI6725959,40,dry,empty,light,rail,deep_sea,export,stuff,,Green Anton
EVEP5854443,40,dry,empty,medium,rail,deep_sea,export,,,Green Anton
LJSW8457352,40,reefer,full,light,rail,deep_sea,export,customs,,Green Anton
KVZP1551599,40,reefer,full,medium,rail,deep_sea,export,strip,,Green Anton
NERP4199729,20,dry,empty,light,rail,deep_sea,export,,,Green Anton
LLXB4399622,40,dry,full,medium,rail,deep_sea,export,seal,,Green Anton
TGWC4629438,20,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
YORR2573572,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,,Green Anton
WBEV4664214,20,dry,full,light,rail,deep_sea,export,seal,,Green Anton
TUOL2961577,40,reefer,empty,medium,feeder,deep_sea,waterside_transshipment,,,Green Anton
LPJP9521179,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,,Green Anton
WOLG5672643,20,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
HNWL1333938,20,hazardous,empty,medium,feeder,deep_sea,waterside_transshipment,customs,,Green Anton
SERO8461884,20,dry,empty,heavy,truck,deep_sea,export,,,Green Anton
NRTM3865616,40,dry,full,medium,truck,deep_sea,export,stuff,,Green Anton
NDMT3469992,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
EPKP5414232,40,dry,full,light,rail,deep_sea,export,seal,,Green Anton
MTHF6281318,40,dry,full,light,rail,deep_sea,export,strip,,Green Anton
QNAQ7997587,40,dry,full,light,rail,deep_sea,export,customs,,Green Anton
ZRLF3771565,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
LQGQ8947716,40,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
DGOZ4472679,20,dry,full,light,rail,deep_sea,export,washing,,Green Anton
GCQU9975125,40,dry,empty,heavy,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
IUYR9441215,40,dry,empty,light,rail,deep_sea,export,,,Green Anton
CONN9995497,20,dry,empty,heavy,rail,deep_sea,export,,,Green Anton
TGNT8448293,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
PXXA1716376,40,reefer,full,medium,rail,deep_sea,export,,,Green Anton
DPEQ1555161,40,dry,full,heavy,truck,deep_sea,export,seal,,Green Anton
HZKR9316729,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
YFGZ8732523,40,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
GXCW7919438,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
WLFM6424943,20,dry,full,medium,truck,deep_sea,export,washing,,Green Anton
EKHA1377799,20,dry,full,light,feeder,deep_sea,waterside_transshipment,customs,,Green Anton
NJVS4317572,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
VZEM9795377,20,dry,empty,light,truck,deep_sea,export,washing,,Green Anton
TRDC3654869,20,dry,full,heavy,truck,deep_sea,export,stuff,,Green Anton
NWDU8551247,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,washing,,Green Anton
WUJX1939443,40,dry,full,light,rail,deep_sea,export,strip,,Green Anton
ODTP8554958,40,dry,empty,heavy,truck,deep_sea,export,seal,,Green Anton
CSCG6626461,40,dry,empty,light,truck,deep_sea,export,strip,,Green Anton
CGTI5858629,40,hazardous,full,medium,rail,deep_sea,export,seal,,Green Anton
DUPG5612832,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
FIII8333823,40,reefer,empty,light,rail,deep_sea,export,washing,,Green Anton
PYWF6778848,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
DFUZ7985159,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
GTOF6446111,20,dry,full,light,truck,deep_sea,export,washing,,Green Anton
WXDX2254197,20,dry,empty,medium,rail,deep_sea,export,washing,,Green Anton
RDWA5769135,20,dry,empty,light,rail,deep_sea,export,strip,,Green Anton
SUAB2653863,20,dry,full,light,rail,deep_sea,export,,,Green Anton
GALA4534196,20,hazardous,full,heavy,rail,deep_sea,export,customs,,Green Anton
NAIN4221674,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
TNEJ3257465,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
OMUP2235393,20,dry,full,heavy,rail,deep_sea,export,washing,,Green Anton
GEBJ1258317,40,dry,empty,light,rail,deep_sea,export,washing,,Green Anton
XAKG9742884,20,reefer,full,light,truck,deep_sea,export,washing,,Green Anton
ZADJ6683857,20,dry,full,light,feeder,deep_sea,waterside_transshipment,,,Green Anton
XJFT9342543,40,dry,full,heavy,truck,deep_sea,export,customs,,Green Anton
TVYD1227187,20,dry,empty,heavy,feeder,deep_sea,waterside_transshipment,strip,,Green Anton
ODFP3941511,40,hazardous,empty,light,truck,deep_sea,export,washing,,Green Anton
CWMT5259894,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
UHUZ1234726,40,reefer,full,heavy,truck,deep_sea,export,washing,,Green Anton
FVDD2234519,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,,Green Anton
NSPH4844637,20,dry,empty,medium,rail,deep_sea,export,,,Green Anton
AOIG4654161,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
UUFH2649242,40,dry,full,heavy,truck,deep_sea,export,,,Green Anton
ZDML5642746,20,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
KTJE4858332,20,dry,full,heavy,rail,deep_sea,export,washing,,Green Anton
PNRT7387383,40,dry,full,light,truck,deep_sea,export,,,Green Anton
KUBH1136938,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
FIVO1674353,40,dry,empty,medium,truck,deep_sea,export,,,Green Anton
RMJW5843798,40,dry,full,light,rail,deep_sea,export,,,Green Anton
ELOF3886277,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
AVLW5715919,20,dry,full,light,rail,deep_sea,export,stuff,,Green Anton
TWKF5177248,40,dry,empty,heavy,rail,deep_sea,export,,,Green Anton
WHKJ3553426,40,dry,full,heavy,rail,deep_sea,export,,,Green Anton
JBIL2895688,40,dry,full,medium,truck,deep_sea,export,stuff,,Green Anton
WTCO4461677,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
YCKT9149863,40,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
UCBG6542953,40,hazardous,empty,medium,truck,deep_sea,export,customs,,Green Anton
LGHI2626842,40,dry,full,medium,rail,deep_sea,export,,,Green Anton
AJIW8931668,40,hazardous,full,medium,rail,deep_sea,export,customs,,Green Anton
NSXY6753137,20,hazardous,full,medium,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
WNBY3514149,20,hazardous,empty,medium,rail,deep_sea,export,strip,,Green Anton
SRLO2674676,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
LEYE5672773,20,dry,full,light,rail,deep_sea,export,customs,,Green Anton
KHVZ2452425,40,dry,empty,medium,rail,deep_sea,export,strip,,Green Anton
WLNK5328152,40,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
KFOC4528368,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
TAXE4872257,40,dry,full,light,truck,deep_sea,export,,,Green Anton
UYRZ6286649,40,dry,full,light,rail,deep_sea,export,customs,,Green Anton
EHKH3413124,40,hazardous,full,light,rail,deep_sea,export,seal,,Green Anton
EYKA9162324,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
BKAY7325845,40,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
PPQA8972696,20,reefer,full,light,truck,deep_sea,export,customs,,Green Anton
OODX9844214,40,dry,full,light,rail,deep_sea,export,seal,,Green Anton
ZNGC4484598,40,reefer,empty,medium,truck,deep_sea,export,,,Green Anton
RSIL3587736,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Green Anton
KQNM3999612,40,dry,full,light,rail,deep_sea,export,seal,,Green Anton
FXGJ7561113,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
NAXG6225217,20,dry,empty,light,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
NRMZ8166217,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
PMWS4288825,20,dry,full,light,rail,deep_sea,export,seal,,Green Anton
SDBO4231734,40,hazardous,full,medium,rail,deep_sea,export,washing,,Green Anton
JJMM5434969,20,dry,full,medium,truck,deep_sea,export,strip,,Green Anton
TDGC8657147,20,reefer,full,medium,truck,deep_sea,export,,,Green Anton
WIOM7664333,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
OWLR3519974,20,dry,full,light,truck,deep_sea,export,seal,,Green Anton
MOIO9426268,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
TMZM6726936,40,dry,full,heavy,rail,deep_sea,export,seal,,Green Anton
DCOG9649144,40,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,Green Anton
GSEU9725483,40,reefer,full,medium,truck,deep_sea,export,strip,,Green Anton
UAOO2389789,40,dry,full,heavy,truck,deep_sea,export,customs,,Green Anton
TBFJ9435962,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
QPHV8526448,20,dry,full,heavy,rail,deep_sea,export,washing,,Green Anton
ALZA5366525,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,,Green Anton
DYGY8887864,40,dry,full,light,rail,deep_sea,export,washing,,Green Anton
YGDH5126326,20,reefer,full,heavy,truck,deep_sea,export,customs,,Green Anton
XGOT9218829,20,reefer,full,heavy,rail,deep_sea,export,strip,,Green Anton
YSYQ5569938,40,reefer,full,light,truck,deep_sea,export,,,Green Anton
KAZW3785931,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Green Anton
VEWP5674598,40,reefer,full,medium,rail,deep_sea,export,strip,,Green Anton
RPDI6893794,40,hazardous,empty,medium,truck,deep_sea,export,washing,,Green Anton
DKPV4193361,40,dry,empty,medium,truck,deep_sea,export,,,Green Anton
OFFZ3319712,20,dry,empty,light,rail,deep_sea,export,,,Green Anton
KEIB2581725,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
JHFU8998965,20,dry,empty,light,rail,deep_sea,export,strip,,Green Anton
TPWD6146311,40,dry,full,heavy,truck,deep_sea,export,customs,,Green Anton
TVZE6127597,20,dry,full,light,truck,deep_sea,export,,,Green Anton
QQZI1238376,20,dry,empty,medium,feeder,deep_sea,waterside_transshipment,,,Green Anton
ZOHV2666435,40,dry,full,light,rail,deep_sea,export,,,Green Anton
KIBO9124285,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,seal,,Green Anton
NJEJ1127734,40,dry,full,light,feeder,deep_sea,waterside_transshipment,seal,,Green Anton
IBXT5837647,40,dry,full,heavy,truck,deep_sea,export,customs,,Green Anton
SVCG4437144,40,hazardous,full,medium,rail,deep_sea,export,strip,,Green Anton
YLHK5541173,20,dry,full,medium,rail,deep_sea,export,strip,,Green Anton
AZXJ6183813,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
CYCK5121618,40,reefer,empty,medium,truck,deep_sea,export,washing,,Green Anton
JNMX1628884,40,dry,full,medium,rail,deep_sea,export,customs,,Green Anton
GXUJ3647247,40,dry,empty,medium,rail,deep_sea,export,washing,,Green Anton
XNII7139747,40,dry,full,heavy,rail,deep_sea,export,washing,,Green Anton
VRSZ2383656,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
EZJD3735978,40,dry,full,medium,truck,deep_sea,export,,,Green Anton
VVNZ4568572,40,dry,full,heavy,truck,deep_sea,export,,,Green Anton
DUFC2664111,20,dry,full,light,rail,deep_sea,export,,,Green Anton
CTHK6188851,40,dry,full,light,truck,deep_sea,export,stuff,,Green Anton
QNRK4692925,20,hazardous,empty,medium,rail,deep_sea,export,,,Green Anton
ZKRH7434538,40,reefer,empty,light,truck,deep_sea,export,seal,,Green Anton
GRLG9915195,40,dry,full,light,truck,deep_sea,export,washing,,Green Anton
GQWF9493397,20,dry,empty,light,rail,deep_sea,export,,,Green Anton
SGBB3196127,40,reefer,full,light,rail,deep_sea,export,seal,,Green Anton
KWQL4644537,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,,Green Anton
IAZD3815447,40,dry,full,light,rail,deep_sea,export,,,Green Anton
POYJ2491741,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,,Green Anton
KEPQ5516269,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Green Anton,
PULK4658755,40,dry,full,light,deep_sea,feeder,waterside_transshipment,strip,Green Anton,
LGPI7578143,40,dry,full,medium,deep_sea,truck,import,,Green Anton,
ULQW8991257,40,dry,full,heavy,deep_sea,rail,import,stuff,Green Anton,
ZUDO8383197,40,dry,full,heavy,deep_sea,rail,import,,Green Anton,
MUPY5825999,20,hazardous,full,light,deep_sea,rail,import,washing,Green Anton,
YGIW5443123,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,strip,Green Anton,
XDNU1922213,20,dry,empty,light,deep_sea,rail,import,,Green Anton,
ERXM6158753,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Green Anton,
QOQG5357459,40,dry,full,light,deep_sea,rail,import,washing,Green Anton,
KNQP9331687,40,dry,full,light,deep_sea,rail,import,washing,Green Anton,
SFXK7528541,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Green Anton,
ZSGL5866475,20,dry,full,heavy,deep_sea,rail,import,seal,Green Anton,
CPLF7298169,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,Green Anton,
MDDF7489892,40,dry,full,heavy,deep_sea,truck,import,customs,Green Anton,
XPGF8184624,20,dry,full,light,deep_sea,rail,import,,Green Anton,
VNJE7477911,20,dry,full,heavy,deep_sea,rail,import,washing,Green Anton,
PQNK6424882,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Green Anton,
PYCL8389633,20,dry,full,medium,deep_sea,truck,import,,Green Anton,
BCTV2749892,40,reefer,full,light,deep_sea,rail,import,washing,Green Anton,
MEXC1589536,40,dry,full,light,deep_sea,rail,import,strip,Green Anton,
QHVM4431687,20,dry,full,heavy,deep_sea,truck,import,washing,Green Anton,
PVWC2556577,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Green Anton,
IQOX3113516,40,dry,full,medium,deep_sea,rail,import,,Green Anton,
CGQJ4885392,40,hazardous,full,light,deep_sea,rail,import,washing,Green Anton,
LIUN3432443,40,hazardous,empty,medium,deep_sea,truck,import,customs,Green Anton,
DDRV1686443,40,hazardous,full,medium,deep_sea,truck,import,customs,Green Anton,
BJKW8784127,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,Green Anton,
BBYI5877334,40,hazardous,full,light,deep_sea,rail,import,washing,Green Anton,
