Dataset;Name;"Time IN";"Time OUT";Size;Status;Type;Service;Direction;Weight;"Mode IN";"Mode OUT";"Carrier IN";"Carrier OUT";"Service IN";"Service OUT";"Liner IN";"Liner OUT";Position;PoD;Block;X1;X2;Y1;Y2;Z1;Z2
Advanced;OZZR8167649;"2023-10-09 01:07:00";"2023-10-13 00:59:00";"40ft (feu)";full;"dry, hazardous";customs;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;HRCL1431216;"2023-10-08 23:52:00";"2023-10-17 00:41:00";"40ft (feu)";full;dry;strip;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MWNX4478158;"2023-10-09 06:16:00";"2023-10-20 09:05:00";"40ft (feu)";full;dry;seal;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;AYST4412484;"2023-10-09 01:30:00";"2023-10-14 01:53:00";"40ft (feu)";full;"reefer, hazardous";customs;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FEXC7151947;"2023-10-09 07:23:00";"2023-10-12 11:44:00";"40ft (feu)";empty;dry;;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MDVM9594319;"2023-10-09 10:49:00";"2023-10-15 06:47:00";"40ft (feu)";full;dry;stuff;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;JTRQ1686498;"2023-10-09 01:01:00";"2023-10-14 19:14:00";"20ft (teu)";full;dry;washing;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;NPNO4795396;"2023-10-09 01:40:00";"2023-10-23 20:07:00";"40ft (feu)";full;dry;strip;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ECXX7613982;"2023-10-08 22:15:00";"2023-10-21 03:54:00";"20ft (teu)";full;"dry, reefer";;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;OYQZ3164395;"2023-10-09 09:38:00";"2023-10-19 02:34:00";"40ft (feu)";full;dry;customs;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;WLUS1271164;"2023-10-09 00:56:00";"2023-10-23 20:00:00";"40ft (feu)";empty;"dry, hazardous";customs;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RCSP2718349;"2023-10-09 10:07:00";"2023-10-22 12:19:00";"20ft (teu)";full;dry;"customs, strip";"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SBVQ5631739;"2023-10-09 09:11:00";"2023-10-20 16:10:00";"20ft (teu)";empty;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BYXV2135824;"2023-10-09 10:55:00";"2023-10-12 11:21:00";"40ft (feu)";full;"dry, reefer";"customs, strip";import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;IIDJ9863172;"2023-10-09 07:42:00";"2023-10-16 21:03:00";"40ft (feu)";full;dry;;"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GIFJ8481616;"2023-10-09 08:22:00";"2023-10-18 08:12:00";"40ft (feu)";full;"dry, reefer, hazardous";stuff;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;YVMB2757133;"2023-10-09 07:11:00";"2023-10-09 14:49:00";"20ft (teu)";empty;"dry, reefer";;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BMNT5231852;"2023-10-08 23:42:00";"2023-10-15 01:06:00";"40ft (feu)";full;"dry, hazardous";stuff;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZQGC3529426;"2023-10-08 22:47:00";"2023-10-10 13:11:00";"40ft (feu)";full;dry;"strip, stuff";import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;EJVD2314731;"2023-10-09 02:18:00";"2023-10-21 11:41:00";"20ft (teu)";full;dry;washing;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LRRV3833595;"2023-10-08 22:25:00";"2023-10-15 06:30:00";"20ft (teu)";full;dry;seal;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TQLT3285947;"2023-10-09 07:03:00";"2023-10-23 17:16:00";"40ft (feu)";full;dry;customs;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FPKP7462478;"2023-10-09 11:06:00";"2023-10-12 03:58:00";"20ft (teu)";full;dry;strip;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MKVC5717947;"2023-10-08 22:42:00";"2023-10-12 10:26:00";"20ft (teu)";full;dry;"strip, stuff";"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LUTF6665115;"2023-10-09 11:58:00";"2023-10-16 05:14:00";"40ft (feu)";full;dry;strip;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PUQG9635768;"2023-10-09 09:23:00";"2023-10-23 18:41:00";"40ft (feu)";full;dry;;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PGQC2145931;"2023-10-09 08:49:00";"2023-10-19 07:43:00";"20ft (teu)";full;"dry, hazardous";;"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FORV8516615;"2023-10-09 06:35:00";"2023-10-23 18:24:00";"40ft (feu)";full;dry;seal;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;NZVH8674799;"2023-10-09 04:53:00";"2023-10-13 10:06:00";"40ft (feu)";full;dry;seal;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SQML7964862;"2023-10-08 23:50:00";"2023-10-13 08:51:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;UJUN8274313;"2023-10-09 10:43:00";"2023-10-19 23:14:00";"40ft (feu)";full;reefer;"seal, strip, stuff";"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BFML2884585;"2023-10-09 04:24:00";"2023-10-24 00:28:00";"20ft (teu)";empty;"dry, hazardous";"washing, customs";"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;HDVR3172945;"2023-10-09 05:09:00";"2023-10-24 06:41:00";"40ft (feu)";full;"dry, tank";"washing, strip";import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;VPCR9946975;"2023-10-09 10:24:00";"2023-10-10 16:55:00";"40ft (feu)";full;"dry, reefer";"washing, seal, customs";import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SEAM2515475;"2023-10-09 06:31:00";"2023-10-16 15:17:00";"40ft (feu)";full;dry;;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;OXNV1266473;"2023-10-08 22:26:00";"2023-10-20 21:49:00";"40ft (feu)";empty;dry;"seal, strip";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;EKRI9952616;"2023-10-09 08:19:00";"2023-10-15 10:35:00";"40ft (feu)";full;dry;washing;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZNZA3719624;"2023-10-09 10:18:00";"2023-10-17 18:39:00";"40ft (feu)";full;"reefer, hazardous";"seal, strip, stuff";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MKSA2153785;"2023-10-09 10:41:00";"2023-10-24 07:55:00";"20ft (teu)";full;dry;seal;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;KXEC4599398;"2023-10-08 23:43:00";"2023-10-16 05:26:00";"40ft (feu)";full;dry;washing;"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ANUL5638139;"2023-10-09 05:39:00";"2023-10-16 06:48:00";"40ft (feu)";full;dry;;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PWYM4485761;"2023-10-09 00:01:00";"2023-10-16 14:36:00";"20ft (teu)";full;"dry, reefer";customs;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;WUID7689679;"2023-10-08 23:06:00";"2023-10-20 16:38:00";"40ft (feu)";full;dry;"washing, seal, strip, stuff";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DHFD8583321;"2023-10-09 11:58:00";"2023-10-13 19:50:00";"20ft (teu)";full;dry;strip;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;OCWW1144441;"2023-10-09 01:42:00";"2023-10-12 02:41:00";"40ft (feu)";full;"dry, tank";"customs, strip";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GJWV3965191;"2023-10-09 11:47:00";"2023-10-14 09:09:00";"40ft (feu)";full;"dry, hazardous";;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SMIU1526613;"2023-10-09 01:54:00";"2023-10-20 05:50:00";"40ft (feu)";full;"dry, tank";;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SJSX3251332;"2023-10-09 02:41:00";"2023-10-10 10:49:00";"40ft (feu)";full;"dry, reefer";"seal, stuff";import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CGFU6851442;"2023-10-08 21:28:00";"2023-10-18 06:55:00";"20ft (teu)";full;dry;washing;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;NTGH4734938;"2023-10-09 02:45:00";"2023-10-19 04:35:00";"40ft (feu)";empty;"dry, hazardous";;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TSBO4469854;"2023-10-09 00:44:00";"2023-10-14 17:12:00";"40ft (feu)";full;dry;"strip, stuff";"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;JVJP7828167;"2023-10-08 23:59:00";"2023-10-16 17:48:00";"20ft (teu)";full;dry;"strip, stuff";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;XGKF6152141;"2023-10-09 01:04:00";"2023-10-10 17:06:00";"40ft (feu)";full;reefer;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;QVDL9318234;"2023-10-09 09:07:00";"2023-10-22 01:39:00";"40ft (feu)";full;dry;seal;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LFPR7169488;"2023-10-09 10:57:00";"2023-10-15 08:20:00";"20ft (teu)";empty;dry;"customs, strip, stuff";import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;HPHT1348289;"2023-10-09 05:00:00";"2023-10-15 15:52:00";"40ft (feu)";full;dry;customs;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RNCH5956366;"2023-10-09 01:52:00";"2023-10-24 06:52:00";"40ft (feu)";full;dry;seal;"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ANPX5199536;"2023-10-09 00:06:00";"2023-10-18 07:41:00";"20ft (teu)";empty;hazardous;"washing, seal, strip";"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LKRS1894585;"2023-10-09 01:58:00";"2023-10-16 01:30:00";"40ft (feu)";full;"dry, tank";washing;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZYCV2753239;"2023-10-08 21:15:00";"2023-10-14 08:05:00";"40ft (feu)";full;dry;stuff;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FFKM8491783;"2023-10-09 05:37:00";"2023-10-18 05:58:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DRCP2715528;"2023-10-08 23:55:00";"2023-10-22 09:47:00";"20ft (teu)";full;dry;seal;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CAMV7592746;"2023-10-09 09:57:00";"2023-10-23 16:12:00";"40ft (feu)";full;dry;customs;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TKAB2252729;"2023-10-09 01:06:00";"2023-10-21 16:11:00";"40ft (feu)";full;dry;seal;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GJFK3931578;"2023-10-09 02:10:00";"2023-10-10 21:10:00";"40ft (feu)";full;dry;stuff;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BEJI7971274;"2023-10-09 09:24:00";"2023-10-21 10:47:00";"40ft (feu)";full;"dry, hazardous";customs;"ws ts";heavy;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;IAYH4887224;"2023-10-08 23:05:00";"2023-10-19 03:22:00";"40ft (feu)";full;dry;seal;"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FLAW5634596;"2023-10-09 04:56:00";"2023-10-22 20:25:00";"40ft (feu)";full;"dry, hazardous";stuff;"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MHKM6829967;"2023-10-09 09:22:00";"2023-10-12 21:44:00";"20ft (teu)";empty;dry;seal;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;UMHQ6982245;"2023-10-09 08:08:00";"2023-10-22 02:27:00";"40ft (feu)";full;dry;;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;SQID8757455;"2023-10-09 02:32:00";"2023-10-12 00:17:00";"40ft (feu)";full;dry;customs;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;MHKI6458289;"2023-10-08 21:09:00";"2023-10-15 12:23:00";"40ft (feu)";full;dry;strip;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FKQS3364984;"2023-10-09 07:42:00";"2023-10-18 00:24:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GHET2678697;"2023-10-09 10:17:00";"2023-10-23 15:41:00";"20ft (teu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;QNST6493971;"2023-10-09 07:07:00";"2023-10-10 21:48:00";"40ft (feu)";full;dry;customs;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DBOS1552788;"2023-10-09 12:00:00";"2023-10-20 22:58:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ASRE8267341;"2023-10-09 02:59:00";"2023-10-17 14:16:00";"40ft (feu)";full;"dry, reefer, hazardous";"strip, stuff";import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GGLD8315893;"2023-10-09 06:33:00";"2023-10-19 01:05:00";"40ft (feu)";full;dry;strip;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RFUW7816996;"2023-10-09 03:00:00";"2023-10-23 02:12:00";"40ft (feu)";empty;dry;;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BDHP1585851;"2023-10-09 04:42:00";"2023-10-24 07:46:00";"40ft (feu)";empty;dry;"washing, seal";"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZOJS1787516;"2023-10-08 22:47:00";"2023-10-13 16:12:00";"40ft (feu)";empty;"dry, reefer";"washing, customs, stuff";import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;KWVV3874395;"2023-10-08 22:53:00";"2023-10-20 08:40:00";"40ft (feu)";full;dry;strip;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CYDZ8487549;"2023-10-09 08:54:00";"2023-10-23 23:40:00";"20ft (teu)";full;dry;;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;UEKX6872241;"2023-10-09 03:11:00";"2023-10-15 15:59:00";"20ft (teu)";full;dry;washing;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DXNP6496255;"2023-10-09 07:34:00";"2023-10-12 03:31:00";"40ft (feu)";full;dry;;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;VFIU2719198;"2023-10-09 06:06:00";"2023-10-11 19:01:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LGYO3124136;"2023-10-08 21:57:00";"2023-10-21 10:57:00";"40ft (feu)";full;reefer;;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TXTB3554117;"2023-10-09 04:53:00";"2023-10-17 18:16:00";"40ft (feu)";empty;dry;;"ws ts";light;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LCYZ6116774;"2023-10-09 08:58:00";"2023-10-11 06:47:00";"20ft (teu)";empty;dry;;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;YGAN2584653;"2023-10-09 09:45:00";"2023-10-16 02:48:00";"20ft (teu)";full;dry;seal;"ws ts";heavy;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;UBRS6553818;"2023-10-09 08:13:00";"2023-10-11 19:21:00";"20ft (teu)";full;dry;"washing, customs";import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;QFXB3526534;"2023-10-09 07:39:00";"2023-10-16 11:13:00";"20ft (teu)";full;dry;;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;WURX7513246;"2023-10-08 22:04:00";"2023-10-19 11:09:00";"40ft (feu)";empty;dry;washing;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FBDH1598794;"2023-10-09 04:17:00";"2023-10-23 19:57:00";"20ft (teu)";full;"dry, hazardous";"washing, customs";import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RLHJ6155844;"2023-10-09 11:37:00";"2023-10-13 17:16:00";"40ft (feu)";full;dry;stuff;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;VIVS5889112;"2023-10-09 01:19:00";"2023-10-15 08:21:00";"20ft (teu)";full;dry;stuff;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GQJB7779211;"2023-10-09 05:01:00";"2023-10-18 19:15:00";"20ft (teu)";full;dry;;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CKHZ1132382;"2023-10-09 03:21:00";"2023-10-19 21:45:00";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DZON1162282;"2023-10-09 08:02:00";"2023-10-17 12:33:00";"40ft (feu)";empty;hazardous;;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PHWE1198525;"2023-10-09 06:34:00";"2023-10-21 03:52:00";"40ft (feu)";full;"dry, hazardous";customs;"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;KOAS8298877;"2023-10-09 02:49:00";"2023-10-21 21:43:00";"40ft (feu)";full;dry;;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;WWBA2839831;"2023-10-09 00:10:00";"2023-10-16 07:23:00";"20ft (teu)";empty;dry;customs;import;middle;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FYRO9745898;"2023-10-09 09:56:00";"2023-10-18 19:37:00";"40ft (feu)";full;dry;seal;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CISS2753352;"2023-10-09 06:53:00";"2023-10-20 00:03:00";"40ft (feu)";full;"dry, reefer";;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ERBB4562883;"2023-10-09 03:04:00";"2023-10-14 11:03:00";"40ft (feu)";full;"dry, tank";strip;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;EWPW3966419;"2023-10-09 07:31:00";"2023-10-23 02:38:00";"40ft (feu)";empty;"dry, reefer";;"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;WLZE7333629;"2023-10-09 08:37:00";"2023-10-16 14:13:00";"40ft (feu)";full;hazardous;"strip, stuff";import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;CRFH5165539;"2023-10-09 03:39:00";"2023-10-16 21:40:00";"20ft (teu)";full;dry;seal;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PCLM3843698;"2023-10-09 08:40:00";"2023-10-10 05:07:00";"20ft (teu)";full;dry;washing;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;BDZB5171929;"2023-10-09 10:25:00";"2023-10-21 22:44:00";"40ft (feu)";empty;dry;"seal, customs, stuff";"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;HBJM1183239;"2023-10-09 03:30:00";"2023-10-12 09:48:00";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DPOQ5891963;"2023-10-09 01:42:00";"2023-10-17 08:58:00";"20ft (teu)";full;dry;"strip, stuff";"ws ts";light;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;KPLC5137856;"2023-10-09 05:49:00";"2023-10-16 11:44:00";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TFHD4366392;"2023-10-09 01:02:00";"2023-10-23 21:21:00";"40ft (feu)";full;dry;stuff;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RIFP5251567;"2023-10-08 21:28:00";"2023-10-20 22:16:00";"40ft (feu)";full;dry;seal;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZQWK1317124;"2023-10-08 23:14:00";"2023-10-15 12:15:00";"40ft (feu)";full;dry;strip;"ws ts";heavy;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ZEER5266225;"2023-10-09 08:16:00";"2023-10-18 23:51:00";"20ft (teu)";full;"dry, tank";;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;GHQL6923952;"2023-10-09 04:35:00";"2023-10-12 19:54:00";"20ft (teu)";empty;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;NVOI3459567;"2023-10-09 11:23:00";"2023-10-21 18:07:00";"40ft (feu)";full;dry;"seal, strip";import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RYZV8772233;"2023-10-09 03:59:00";"2023-10-23 22:03:00";"40ft (feu)";full;hazardous;;"ws ts";middle;Deepsea;Feeder;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;ASGE2499122;"2023-10-09 06:05:00";"2023-10-11 23:45:00";"20ft (teu)";empty;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;DUQE8438279;"2023-10-08 22:22:00";"2023-10-20 18:07:00";"40ft (feu)";empty;dry;;import;light;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TXWN1537259;"2023-10-09 07:27:00";"2023-10-14 13:06:00";"40ft (feu)";full;dry;washing;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;LNJT2417268;"2023-10-08 23:00:00";"2023-10-12 23:30:00";"40ft (feu)";empty;"dry, hazardous";washing;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;TPHX2339629;"2023-10-09 02:10:00";"2023-10-19 18:52:00";"40ft (feu)";empty;dry;customs;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;UAVC1363556;"2023-10-09 01:41:00";"2023-10-18 05:39:00";"40ft (feu)";full;dry;;import;heavy;Deepsea;Truck;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;RNLE8794718;"2023-10-09 00:56:00";"2023-10-23 10:12:00";"20ft (teu)";full;"dry, reefer";seal;"ws ts";middle;Deepsea;Deepsea;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;EQAZ6429136;"2023-10-09 06:27:00";"2023-10-13 09:50:00";"20ft (teu)";empty;"dry, reefer";stuff;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;PTNS3714494;"2023-10-09 11:52:00";"2023-10-10 06:43:00";"20ft (teu)";full;dry;customs;import;middle;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;NQMK8771725;"2023-10-09 11:13:00";"2023-10-18 18:03:00";"40ft (feu)";full;dry;;import;light;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
Advanced;FUBB6783612;"2023-10-09 10:27:00";"2023-10-17 03:28:00";"40ft (feu)";full;reefer;customs;import;heavy;Deepsea;Rail;"Green Anton";;NUX1;;MSC;;;;;;;;;;
